date,return,equity,drawdown,turnover
2021-02-23,0.004777797639312927,0.98190848416797,-0.018091515832029947,0.0
2021-02-24,-0.003228557332637512,0.9787383363314306,-0.021261663668569408,0.0
2021-02-25,-0.006813043072152783,0.9720701498896374,-0.027929850110362642,0.0
2021-02-26,-0.0011504229730567679,0.9709518580577816,-0.029048141942218386,0.0
2021-03-01,-0.006592936764512021,0.9645504338562212,-0.03544956614377881,0.0
2021-03-02,-0.00036444415545590814,0.9641989090879598,-0.0358010909120402,0.0
2021-03-03,-0.0007711941435492396,0.9634553245360546,-0.03654467546394535,0.0
2021-03-04,0.000610258159400171,0.9640432810090702,-0.03595671899092978,0.0
2021-03-05,0.005425180042329576,0.9692733893771425,-0.03072661062285753,0.0
2021-03-08,0.015910353673055783,0.9846948718080144,-0.015305128191985595,0.0
2021-03-09,0.015378294850803255,0.999837799884752,-0.00016220011524803457,0.0
2021-03-10,-0.0007573438994737943,0.999080578826546,-0.0009194211734540048,0.0
2021-03-11,0.009900276848853343,1.0089717531512414,0.0,0.0
2021-03-12,0.0013627235384814917,1.0103467027089235,0.0,0.0
2021-03-15,0.002973264393662726,1.0133507305853424,0.0,0.0
2021-03-16,-0.017446496960176583,0.9956713101445924,-0.01744649696017664,0.0
2021-03-17,-0.006638616827181993,0.9890614298307242,-0.02396929317906349,0.0
2021-03-18,0.0029713923243979696,0.9920003193716812,-0.021069123028439107,0.0
2021-03-19,0.005199785276361335,0.997158508026496,-0.015978892667786737,0.0
2021-03-22,0.009002067544233456,1.0061349962680577,-0.007120668194630642,0.0
2021-03-23,0.007775077808028774,1.0139577741494226,0.0,0.0
2021-03-24,-0.008620273405982,1.0052171809141335,-0.008620273405982148,0.0
2021-03-25,-0.0025561883520692223,1.0026476564649809,-0.011154426715579313,0.0
2021-03-26,-0.00011814484722849627,1.0025291988107838,-0.01127125372476756,0.0
2021-03-29,-0.009006339293079108,0.9935000806950751,-0.02017608028254314,0.0
2021-03-30,0.010167073246709919,1.003601068786114,-0.010214138721897359,0.0
2021-03-31,-0.004917130878193231,0.9986662309813982,-0.015081045343186994,0.0
2021-04-01,0.004023375725871469,1.0026842404533762,-0.011118346329070161,0.0
2021-04-02,0.0009995449691473923,1.0036864684415647,-0.010129914647061256,0.0
2021-04-05,0.0029440738985917108,1.0066413955756732,-0.007215663965776886,0.0
2021-04-06,-0.007524316858578535,0.9990671067524002,-0.014685687882331933,0.0
2021-04-07,-0.0007553918220403374,0.9983124196302899,-0.015429986255844796,0.0
2021-04-08,-0.006874254318872748,0.9914497661680621,-0.022198170925058158,0.0
2021-04-09,0.0038184030591340195,0.9952355209881759,-0.01846452942969168,0.0
2021-04-12,-0.007418198387962076,0.9878526664507388,-0.02574575427520398,0.0
2021-04-13,0.003855916878883758,0.9916617442211564,-0.02198911088478972,0.0
2021-04-14,0.0015172312549733833,0.9931663244138501,-0.02050524219611982,0.0
2021-04-15,0.0016357542501299989,0.994790900450096,-0.018903029483062106,0.0
2021-04-16,0.000678588961352274,0.9954659545739951,-0.01823726790885316,0.0
2021-04-19,0.0038424943408241203,0.9992910268709289,-0.014464850166760801,0.0
2021-04-20,0.017440666325465665,1.0167193282326166,0.0,0.0
2021-04-21,0.0013559093552167516,1.0180979074813967,0.0,0.0
2021-04-22,-8.97745469808735e-05,1.0180065082029703,-8.977454698089193e-05,0.0
2021-04-23,0.003268456166340916,1.0213338178520817,0.0,0.0
2021-04-26,0.0030252484431247018,1.0244236063944494,0.0,0.0
2021-04-27,-0.004783267043231028,1.0195235147196748,-0.004783267043231176,0.0
2021-04-28,0.01438708662081863,1.0341914878379084,0.0,0.0
2021-04-29,0.0008317066524950453,1.035051631778297,0.0,0.0
2021-04-30,-0.0028398769218306676,1.0321122125363067,-0.0028398769218305198,0.0
2021-05-03,-0.0050988598403087036,1.0268496170251131,-0.007924256627751203,0.0
2021-05-04,-0.016123734836214005,1.0102929660835323,-0.023920222851325224,0.0
2021-05-05,0.006468288009063997,1.0168278319616921,-0.017606657732904596,0.0
2021-05-06,0.0016114669064081766,1.0184664163624133,-0.016023563372765226,0.0
2021-05-07,0.0022040415726736207,1.020711158684448,-0.013854838399907643,0.0
2021-05-10,-0.003157316918821928,1.0174884500739032,-0.016968411203042044,0.0
2021-05-11,-0.009099952144070353,1.0082293538710865,-0.025913951617203668,0.0
2021-05-12,0.010687587994178904,1.019004893808898,-0.015503321261210345,0.0
2021-05-13,0.010940056437746943,1.0301528648575076,-0.0047328720330337415,0.0
2021-05-14,-1.4135634617329145e-05,1.03013830299301,-0.004746940765501195,0.0
2021-05-17,0.005706007699964358,1.0360162800819164,0.0,0.0
2021-05-18,0.0005298466660592822,1.0365652098539009,0.0,0.0
2021-05-19,0.006258250211815123,1.0430522942980294,0.0,0.0
2021-05-20,0.0008909148603972921,1.0439815650871909,0.0,0.0
2021-05-21,0.00643526343510146,1.0506998614799166,0.0,0.0
2021-05-24,-0.004946045122488806,1.0455030525548443,-0.00494604512248864,0.0
2021-05-25,-0.004502186501323113,1.0407960028245398,-0.009425963606226384,0.0
2021-05-26,-0.009255428786538844,1.031162989539083,-0.018594151057863217,0.0
2021-05-27,-0.007527982903247484,1.0234004121833713,-0.02598215750984667,0.0
2021-05-28,0.0031162387774926,1.026589572232719,-0.02294688533910927,0.0
2021-05-31,0.005888077505621313,1.0326342112004878,-0.01719392087287719,0.0
2021-06-01,-0.007495893443315655,1.0248936951874066,-0.024560930517457003,0.0
2021-06-02,-0.007672358301923587,1.0170303435365464,-0.03204484856022194,0.0
2021-06-03,-0.0009973429810854473,1.0160160154618694,-0.03301023183651586,0.0
2021-06-04,-0.0046997560259870634,1.0112409880707032,-0.037554847826509974,0.0
2021-06-07,0.006477333996714443,1.0177911337016046,-0.0313207691223637,0.0
2021-06-08,-0.004739957311424995,1.0129668471759121,-0.03591226732518771,0.0
2021-06-09,-0.0045417726310968964,1.0083661820732,-0.040290934603426476,0.0
2021-06-10,0.006930760859392778,1.015354926939848,-0.033639420576571655,0.0
2021-06-11,0.0027994641382932946,1.0181973766454557,-0.030934128789815274,0.0
2021-06-14,-0.0031375505215410953,1.01500273093533,-0.03397462191943845,0.0
2021-06-15,-0.007383784733338154,1.0075081692663532,-0.041107545358126885,0.0
2021-06-16,-0.0030062498510185502,1.0044793479825962,-0.04399021565703698,0.0
2021-06-17,-0.0012612118902614413,1.0032124866853984,-0.04519594656425663,0.0
2021-06-18,-0.014500936714292052,0.9886649659049859,-0.059041499717677914,0.0
2021-06-21,0.006689544473094833,0.995278684163398,-0.05274691598270265,0.0
2021-06-22,-0.005864588831810568,0.9894417839077143,-0.058302165840128595,0.0
2021-06-23,-0.007036276882389281,0.9824797975571344,-0.06492821254082382,0.0
2021-06-24,0.005414461055975372,0.9877993961592901,-0.05986530276308477,0.0
2021-06-25,0.007308200728387374,0.995018432425802,-0.05299460968395575,0.0
2021-06-28,-0.0005339787279981523,0.9944871137489206,-0.053500290417684004,0.0
2021-06-29,0.005859732660099075,1.0003145423694029,-0.04795405515667028,0.0
2021-06-30,0.005000328674301335,1.0053164438589333,-0.04319351251941783,0.0
2021-07-01,0.002845394683414696,1.0081769659234388,-0.040471020426883886,0.0
2021-07-02,0.005794304804654297,1.0140186505610307,-0.034911217050338395,0.0
2021-07-05,-0.0019302145731098228,1.0120613769843125,-0.0367740454835328,0.0
2021-07-06,0.005918115047500116,1.018050872648437,-0.031073563467966303,0.0
2021-07-07,0.003939319770526972,1.0220613005784631,-0.027256652400349468,0.0
2021-07-08,-0.007985699277148076,1.0138994263892327,-0.035024688248126545,0.0
2021-07-09,0.003396305125670536,1.0173429382079928,-0.031747337650678165,0.0
2021-07-12,0.02450202172116844,1.0422698969778423,-0.008023189886215976,0.0
2021-07-13,-0.003530257831362737,1.0385904155116428,-0.011525123788650338,0.0
2021-07-14,-0.007290398696735792,1.0310186772999546,-0.01873149973793753,0.0
2021-07-15,0.00493336175899356,1.0361050654153543,-0.013890547243439633,0.0
2021-07-16,-0.008756517884110415,1.0270323928802274,-0.022525432302192727,0.0
2021-07-19,0.0018010853282782362,1.0288821658547105,-0.020764917199547095,0.0
2021-07-20,-0.0002600115647475678,1.0286146445928257,-0.021019529645681767,0.0
2021-07-21,0.003974316308862487,1.032702684550366,-0.017128751596294567,0.0
2021-07-22,-0.00019783486554595756,1.032498379953619,-0.01732319779757152,0.0
2021-07-23,-0.0012170671744499706,1.0312417600677046,-0.018519181476625568,0.0
2021-07-26,-0.0025682598142767925,1.0285932632965187,-0.021039879221322666,0.0
2021-07-27,0.0020973137295598097,1.0307505460697632,-0.018986692719321963,0.0
2021-07-28,0.006551522618251353,1.037503531586114,-0.012559561847867218,0.0
2021-07-29,0.0008470607319649066,1.0383823600869955,-0.011723139827554352,0.0
2021-07-30,0.009201106063318216,1.0479366263164345,-0.002629899617184739,0.0
2021-08-02,0.01244629313860246,1.0609795527582468,0.0,0.0
2021-08-03,-0.010777172299847055,1.0495451933115565,-0.010777172299847093,0.0
2021-08-04,0.0038969078679580806,1.0536351742331498,-0.006922262079418706,0.0
2021-08-05,0.018252814914338278,1.072866982055664,0.0,0.0
2021-08-06,-0.004592155381685596,1.0679402101701843,-0.00459215538168567,0.0
2021-08-09,-0.002610950000027812,1.0651518716784107,-0.007191115493619504,0.0
2021-08-10,0.0022895420549246164,1.0675905816835003,-0.004918037800039188,0.0
2021-08-11,0.003968713298727963,1.0718275426226245,-0.0009688427833317581,0.0
2021-08-12,0.0007246282273424092,1.0726042191148517,-0.0002449166068181352,0.0
2021-08-13,0.00040362626184248246,1.0730371503462495,0.0,0.0
2021-08-16,0.002772896983605259,1.0760125718237408,0.0,0.0
2021-08-17,0.006363597970239183,1.0828598832417502,0.0,0.0
2021-08-18,-0.007407027402526226,1.0748391104134822,-0.0074070274025261895,0.0
2021-08-19,-0.002318808319688892,1.0723467645419285,-0.009708660245449918,0.0
2021-08-20,-0.007356229119568643,1.0644583360463298,-0.016993470235809105,0.0
2021-08-23,-0.007908593639017728,1.0560399676208743,-0.024767669424215155,0.0
2021-08-24,0.0106633221136679,1.067300861960523,-0.014368452947622568,0.0
2021-08-25,0.005037389654370228,1.0726772722806635,-0.00940344278947991,0.0
2021-08-26,0.004313758229733196,1.077304542691812,-0.00513024873846768,0.0
2021-08-27,-0.0037974830408070335,1.0732134969611553,-0.008908249746695351,0.0
2021-08-30,-0.0008672695272029147,1.072282731599058,-0.009767793420352278,0.0
2021-08-31,0.00977059045484363,1.0827595670213135,-9.264007466636137e-05,0.0
2021-09-01,0.0019546717714295876,1.0848760065822154,0.0,0.0
2021-09-02,0.006197988877860679,1.09160005600487,0.0,0.0
2021-09-03,-0.0034746096651701768,1.087807171899775,-0.003474609665170325,0.0
2021-09-06,-0.005728572862468029,1.081575589255232,-0.00918327797300278,0.0
2021-09-07,-0.009827441857731082,1.0709464680370848,-0.018920471700390795,0.0
2021-09-08,0.0064605118664226024,1.077865330402142,-0.01258219576590669,0.0
2021-09-09,-0.0007799666086072592,1.077024631435853,-0.013352348681953563,0.0
2021-09-10,0.00703635249157793,1.0846029563847475,-0.006409948022292222,0.0
2021-09-13,-0.011105387584968002,1.0725580201782927,-0.01744415065007321,0.0
2021-09-14,0.005182648341349867,1.0781167112225714,-0.012351909207156009,0.0
2021-09-15,-0.002283075856623443,1.075655288988557,-0.014606784718085408,0.0
2021-09-16,0.007358625898805833,1.0835706338562956,-0.007355644683604279,0.0
2021-09-17,0.0007155193216915601,1.0843459495812373,-0.006645388467807378,0.0
2021-09-20,0.006619668509737127,1.0915239603173412,-6.971022684554296e-05,0.0
2021-09-21,-0.009404083215273973,1.0812591781630516,-0.009473137881345295,0.0
2021-09-22,0.007261803772059686,1.0891110701416102,-0.002280126177685582,0.0
2021-09-23,0.0029816690941218043,1.0923584389595173,0.0,0.0
2021-09-24,0.017022218649690703,1.110952803151321,0.0,0.0
2021-09-27,0.0001465576029130813,1.1111156217311005,0.0,0.0
2021-09-28,-0.008803058919247042,1.1013344054469059,-0.008803058919246931,0.0
2021-09-29,0.010646914143920532,1.1130602183054448,0.0,0.0
2021-09-30,0.0012417432830179598,1.1144423533551202,0.0,0.0
2021-10-01,-0.0014879879368859443,1.112784076576973,-0.0014879879368859816,0.0
2021-10-04,0.006277611857142503,1.119769703090532,0.0,0.0
2021-10-05,0.008452446573261219,1.1292344966802612,0.0,0.0
2021-10-06,0.0026383761594969686,1.132213842054784,0.0,0.0
2021-10-07,0.008760719102983558,1.1421328494895358,0.0,0.0
2021-10-08,-0.0005886141568197478,1.1414605739253574,-0.0005886141568196557,0.0
2021-10-11,0.0004442017395322462,1.1419676126979026,-0.00014467388071970344,0.0
2021-10-12,0.009658460105112362,1.1529972613264756,0.0,0.0
2021-10-13,0.0031943537620228533,1.1566803424657959,0.0,0.0
2021-10-14,-0.007860979140643154,1.1475877024212802,-0.00786097914064321,0.0
2021-10-15,0.007312573007440888,1.1559795212776771,-0.0006058901170783448,0.0
2021-10-18,0.009101589182267666,1.166500771983461,0.0,0.0
2021-10-19,-0.00717271570325458,1.1581337935783966,-0.007172715703254617,0.0
2021-10-20,-0.002452211314631895,1.155293804785926,-0.009607338003282395,0.0
2021-10-21,0.0034947284129303218,1.1593312428707938,-0.006146184627444762,0.0
2021-10-22,-0.005085458899248126,1.15343551148456,-0.011200387357382935,0.0
2021-10-25,0.011092374318333025,1.1662298499300048,-0.00023225192812825757,0.0
2021-10-26,-8.726853614769237e-05,1.1661280747581897,-0.0003195001959901411,0.0
2021-10-27,0.008626898780476993,1.176188143624201,0.0,0.0
2021-10-28,-0.003896794295078572,1.171604780376187,-0.0038967942950786094,0.0
2021-10-29,-0.0031175047871207315,1.1679522968647509,-0.00700215080732991,0.0
2021-11-01,-0.0025588556609750235,1.1649636755181698,-0.009543088975072611,0.0
2021-11-02,0.0013906735408637325,1.1665837596777804,-0.008165686755544521,0.0
2021-11-03,0.006023312295307022,1.1736104579809532,-0.0021915589416716674,0.0
2021-11-04,0.002140002655199239,1.176121987477202,-5.6246228426704015e-05,0.0
2021-11-05,-0.005480277684983437,1.1696765123944124,-0.005536215668459521,0.0
2021-11-08,-0.0032166459076196263,1.1659140772275802,-0.00873505353060533,0.0
2021-11-09,0.0004419402280391541,1.1664293415607443,-0.008296973674115415,0.0
2021-11-10,0.007245844593022409,1.1748811072984349,-0.0011112476629281387,0.0
2021-11-11,0.006859195056180341,1.182939845981216,0.0,0.0
2021-11-12,-0.004594787905231175,1.1775044882842853,-0.004594787905231268,0.0
2021-11-15,0.0075352503569080884,1.1863772793998903,0.0,0.0
2021-11-16,0.0046396745674863364,1.1918816838905657,0.0,0.0
2021-11-17,-0.0003446557732192379,1.1914708949872186,-0.0003446557732191824,0.0
2021-11-18,-0.0008212557385082567,1.1904923926774449,-0.0011656284611958334,0.0
2021-11-19,0.0031828704606473766,1.1942815757477234,0.0,0.0
2021-11-22,-0.003126091717746619,1.1905481420051212,-0.003126091717746582,0.0
2021-11-23,-0.0028652081918859964,1.1871369737158135,-0.005982343006034174,0.0
2021-11-24,0.013040638022024707,1.2026179972726032,0.0,0.0
2021-11-25,-0.0025328719380567164,1.1995719198951094,-0.0025328719380568465,0.0
2021-11-26,-0.012200372826241219,1.1849366952404992,-0.014702342782332511,0.0
2021-11-29,-0.008454810862482343,1.1749182795982258,-0.023032848117354954,0.0
2021-11-30,-0.008156293270668247,1.1653353015407537,-0.031001278723919223,0.0
2021-12-01,0.0021538987121981767,1.1678453157460216,-0.028914153626040884,0.0
2021-12-02,-0.003325293194713641,1.1639618876650932,-0.0321432987824708,0.0
2021-12-03,-0.0007831596401693768,1.1630503196919786,-0.0329012850883319,0.0
2021-12-06,-0.002210266212095395,1.1604796688673966,-0.03503883070166203,0.0
2021-12-07,0.001816152967524724,1.1625872774617623,-0.03328631361049472,0.0
2021-12-08,0.006991105391383201,1.1707150476451786,-0.026527916345653213,0.0
2021-12-09,-0.01635154346923138,1.151572049653525,-0.04244568743761057,0.0
2021-12-10,0.003598592116646185,1.1557160877531583,-0.03899984003716306,0.0
2021-12-13,-0.005201311181846505,1.1497048487428878,-0.04399830091493406,0.0
2021-12-14,-0.0020937466942611933,1.1472976580164562,-0.04599992631210159,0.0
2021-12-15,-0.007960794546825798,1.1381642570769328,-0.05359452489638772,0.0
2021-12-16,0.013677102087799188,1.1537310458136583,-0.04065044059694334,0.0
2021-12-17,0.003421586000376527,1.157678635808214,-0.03736794357502249,0.0
2021-12-20,0.005256701091424287,1.1637642063565856,-0.03230767459337336,0.0
2021-12-21,0.014692277459124343,1.180862552973374,-0.018090070453434026,0.0
2021-12-22,0.01137456920728863,1.1942943558064651,-0.0069212680044827835,0.0
2021-12-23,0.006251133361722338,1.2017600490977636,-0.0007134004120887827,0.0
2021-12-24,0.01521236092232736,1.2200416567066725,0.0,0.0
2021-12-27,-0.0017674035165774664,1.2178853507922383,-0.0017674035165773372,0.0
2021-12-28,-0.0071147806752524705,1.2092203636337484,-0.008869609503444842,0.0
2021-12-29,0.004468827653132242,1.2146241610334854,-0.004440418606534213,0.0
2021-12-30,-0.00030156902626121695,1.2142578680079692,-0.00474064854008005,0.0
2021-12-31,0.007592981055112487,1.223477704995775,0.0,0.0
2022-01-03,-0.0018445293649115104,1.2212209644415957,-0.00184452936491164,0.0
2022-01-04,0.001778180953491193,1.2233925163005699,-6.962831840517936e-05,0.0
2022-01-05,-0.000878860452919535,1.2223173249995956,-0.0009484275777493778,0.0
2022-01-06,-0.0018499200913487484,1.2200561356220752,-0.002796593153866822,0.0
2022-01-07,-0.005807784376899716,1.2129703126586686,-0.008588135520739004,0.0
2022-01-10,0.003304534687975092,1.2169786151323334,-0.005311980624497004,0.0
2022-01-11,-0.002067628465728018,1.2144623555055034,-0.0073686258878764566,0.0
2022-01-12,0.002149906368514901,1.2170733358579262,-0.005234561375085267,0.0
2022-01-13,0.0031113376225863076,1.2208600619172276,-0.0021395102402429478,0.0
2022-01-14,-0.007768639687030935,1.2113756399879065,-0.00989152884311062,0.0
2022-01-17,-0.011089025367220617,1.1979426647868474,-0.02087086679606942,0.0
2022-01-18,0.005418297814286432,1.2044334749091026,-0.0155656535537263,0.0
2022-01-19,-0.0014840934352510953,1.2026459830957932,-0.017026646104723042,0.0
2022-01-20,-0.004353129499493846,1.1974107093893311,-0.021305656408781015,0.0
2022-01-21,0.0034521083527011367,1.2015443009008278,-0.017927097490528454,0.0
2022-01-24,0.013935062122287343,1.218287895376561,-0.004241850585444018,0.0
2022-01-25,0.005569100458794772,1.2250726630536468,0.0,0.0
2022-01-26,-0.013000475075601092,1.2091461364318177,-0.013000475075601092,0.0
2022-01-27,-0.005723160108707917,1.2022259994981928,-0.018649231383962017,0.0
2022-01-28,0.005452417017549579,1.2087810369967973,-0.013298497752974647,0.0
2022-01-31,-0.007287119993263221,1.1999725045346203,-0.020488709997381838,0.0
2022-02-01,0.018399734792086155,1.2220516803758528,-0.002465962035479441,0.0
2022-02-02,0.0010170813736249023,1.2232946063775703,-0.001451388745908777,0.0
2022-02-03,-0.0010953839144394923,1.2219546291431236,-0.0025451828324625225,0.0
2022-02-04,-0.000857403118087537,1.2209069214339348,-0.0034004037028533274,0.0
2022-02-07,-0.0008601784248264965,1.219856723641396,-0.004257657173778906,0.0
2022-02-08,0.003881453654140184,1.2245915409789014,-0.0003927294186338859,0.0
2022-02-09,0.003824020780322586,1.229274404479012,0.0,0.0
2022-02-10,-0.009148946201190573,1.218027839085933,-0.009148946201190666,0.0
2022-02-11,-0.004457060044224415,1.21259901587159,-0.013565228842854937,0.0
2022-02-14,0.012374989973912138,1.2276049165353766,-0.0013581084398669452,0.0
2022-02-15,-0.004786300789420994,1.2217292301542662,-0.00613790891379018,0.0
2022-02-16,-0.0034915440612713162,1.2174635087162395,-0.009608022195644939,0.0
2022-02-17,0.001825742361243628,1.219686283417371,-0.007799821607531676,0.0
2022-02-18,0.004264656835511896,1.224887826863127,-0.0035684283345541745,0.0
2022-02-21,0.01927344345393367,1.248495633131585,0.0,0.0
2022-02-22,-0.010667926555812609,1.2351767734120846,-0.010667926555812501,0.0
2022-02-23,-0.0023156783312763274,1.2323165013225985,-0.012958901400723866,0.0
2022-02-24,-0.0023802321241200852,1.2293833019990672,-0.015308288331436715,0.0
2022-02-25,-0.008717175672022404,1.2186665517872903,-0.023892018964835948,0.0
2022-02-28,0.009769170942460326,1.2305719136535591,-0.014356253239803607,0.0
2022-03-01,-0.0033623734127605034,1.2264342713686007,-0.017670355568363605,0.0
2022-03-02,0.0047816794929278665,1.2322986869734278,-0.012973170052289817,0.0
2022-03-03,-0.00033480432573860597,1.231886108042427,-0.013303630904576424,0.0
2022-03-04,6.238330891687261e-05,1.2319629571740554,-0.013242077520176032,0.0
2022-03-07,0.0018778954500470548,1.234276454805959,-0.011389049307253263,0.0
2022-03-08,-0.004523992755179728,1.2286925970665281,-0.015861518085878545,0.0
2022-03-09,0.0062671031168743205,1.2363929402712843,-0.009693820738438386,0.0
2022-03-10,0.010137848393295935,1.248927304454296,0.0,0.0
2022-03-11,-0.0026919010029847756,1.2455653157907802,-0.0026919010029848867,0.0
2022-03-14,-0.002036860042549567,1.2430282735686604,-0.004723278019942878,0.0
2022-03-15,0.0003470702465705281,1.2434596916980618,-0.004377847082639552,0.0
2022-03-16,-0.0012050234225522982,1.241961293644566,-0.005577595096916799,0.0
2022-03-17,-0.0002986144753358563,1.241590426024477,-0.0058745440216191325,0.0
2022-03-18,-0.0028165810522699877,1.2380933859558567,-0.008674578944507072,0.0
2022-03-21,-0.0022194988816708894,1.2353454390703236,-0.01087482460791167,0.0
2022-03-22,0.001079784700541005,1.236679346175315,-0.009806782376603262,0.0
2022-03-23,-0.0006073732426988091,1.2359282202306499,-0.010408199242089466,0.0
2022-03-24,0.008751689814235722,1.2467446806467688,-0.001747598759145319,0.0
2022-03-25,0.004185304829208258,1.2519626871794693,0.0,0.0
2022-03-28,0.008433301837655116,1.2625208664099354,0.0,0.0
2022-03-29,0.005950849126508118,1.2700339376050094,0.0,0.0
2022-03-30,0.0006471696201576319,1.2708558649859965,0.0,0.0
2022-03-31,0.00361658268322292,1.275452020300177,0.0,0.0
2022-04-01,-0.00874336100478551,1.2643002828424095,-0.008743361004785455,0.0
2022-04-04,0.005181043979959239,1.270850678211691,-0.003607616762724586,0.0
2022-04-05,0.00974354533373134,1.28323326940725,0.0,0.0
2022-04-06,0.004717695344009657,1.2892871730276108,0.0,0.0
2022-04-07,-0.0013263873307457483,1.287577078855614,-0.0013263873307456375,0.0
2022-04-08,-0.006069624870547852,1.2797619689950446,-0.007387961527762887,0.0
2022-04-11,0.009584422800580472,1.2920277487899965,0.0,0.0
2022-04-12,0.009293767657597188,1.304035554494419,0.0,0.0
2022-04-13,-0.0017417242279317109,1.3017642841750718,-0.001741724227931729,0.0
2022-04-14,0.0030155664463850096,1.3056898408715325,0.0,0.0
2022-04-15,-0.005559551468823087,1.2984307909988877,-0.005559551468823143,0.0
2022-04-18,-0.018158692650162307,1.2748529853376318,-0.02361728993259027,0.0
2022-04-19,0.008955586143834885,1.286270041068548,-0.014873210463230757,0.0
2022-04-20,-0.005955511508095034,1.2786096450364464,-0.020740144395249627,0.0
2022-04-21,-0.00828486104614399,1.26801654179506,-0.02885317622700201,0.0
2022-04-22,0.0013541249772153763,1.2697335946658268,-0.027538122056387726,0.0
2022-04-25,0.010563469865898659,1.2831463872307984,-0.017265550312995148,0.0
2022-04-26,-0.007662393799507801,1.2733144143094204,-0.024795648666839476,0.0
2022-04-27,-0.016745029870654127,1.2519927264070747,-0.041125474659905126,0.0
2022-04-28,-0.004915736970166692,1.2458382594754958,-0.04583904961387042,0.0
2022-04-29,0.004241798537263179,1.2511228543822053,-0.04179169109020897,0.0
2022-05-02,0.0010812300908874526,1.2524756060597602,-0.04075564743327742,0.0
2022-05-03,0.0006103014797994948,1.2532399937755514,-0.04017021918541652,0.0
2022-05-04,0.005012905889299517,1.2595223679210545,-0.0353586828244461,0.0
2022-05-05,0.007160821948082837,1.2685415833373648,-0.028451058108387883,0.0
2022-05-06,-0.011068373804211938,1.2545008909068,-0.039204524966330756,0.0
2022-05-09,0.0011263015453835674,1.2559138371989134,-0.038122379538002904,0.0
2022-05-10,-0.0008944280275076472,1.254790512662788,-0.03898270984077634,0.0
2022-05-11,-0.0037628755715264357,1.250068892095306,-0.04259889832573116,0.0
2022-05-12,0.006906679337654283,1.258702717082985,-0.03598643591895012,0.0
2022-05-13,0.0035173262129912413,1.2631299851441442,-0.03259568574032867,0.0
2022-05-16,0.00929628859595455,1.274872406020248,-0.02360241604599922,0.0
2022-05-17,0.0005817823663735361,1.275614104305447,-0.023034365149084968,0.0
2022-05-18,0.009686894045989602,1.2879708429774237,-0.013570602557711253,0.0
2022-05-19,0.0009718854555059904,1.2892226031068295,-0.012611906173453424,0.0
2022-05-20,0.004376856727755156,1.2948653457308115,-0.008290249952083384,0.0
2022-05-23,0.010037348781115027,1.3078623608304907,0.0,0.0
2022-05-24,-0.014805378906521078,1.2884989630208181,-0.014805378906521005,0.0
2022-05-25,0.006996002261492365,1.2975133046800422,-0.00791295510934098,0.0
2022-05-26,0.0015071177602250887,1.2994688100256537,-0.006417763104297203,0.0
2022-05-27,0.007111909229267447,1.3087105142488205,0.0,0.0
2022-05-30,0.0033457674724152175,1.313089155318202,0.0,0.0
2022-05-31,0.00314400752874309,1.3172175175084333,0.0,0.0
2022-06-01,-0.008547151637707862,1.3059590596464437,-0.008547151637707806,0.0
