axis,version,source,start,end,cagr,sharpe,max_drawdown,monthly_win_rate,annual_gross_turnover,note
算法与窗口,Ridge五因子｜滚动8年,mvp_cn/outputs/model_comparison/training_window_robustness.csv,2020-06-22,2026-06-18,0.2030401652313047,0.9233392934909476,-0.2403554352376996,0.589041095890411,6.379552775084287,ridge5_quarterly
最终收束,最终比较：八因子等权探索版,mvp_cn/outputs/final_converged_compare/comparison_metrics.csv,2018-03-22,2026-06-18,0.1984989651293569,0.9108451599312058,-0.2062909963159273,0.64,6.530988032795635,昨日探索版_Enhanced8
最终收束,最终比较：八因子Ridge版,mvp_cn/outputs/final_converged_compare/comparison_metrics.csv,2018-03-22,2026-06-18,0.1450267019164595,0.728764006770101,-0.2062909963159274,0.55,8.930804442754015,8因子_Ridge
最终收束,最终比较：最终Ridge收束版,mvp_cn/outputs/final_converged_compare/comparison_metrics.csv,2018-03-22,2026-06-18,0.1397191272232079,0.6952310843371576,-0.2744613329497488,0.58,7.416695266719127,最新收束版_Ridge5
最终收束,最终比较：6只行业ETF等权,mvp_cn/outputs/final_converged_compare/comparison_metrics.csv,2018-03-22,2026-06-18,0.0731154181408844,0.4675855137486041,-0.2714272163762595,0.57,,6ETF等权
最终收束,最终比较：沪深300ETF,mvp_cn/outputs/final_converged_compare/comparison_metrics.csv,2018-03-22,2026-06-18,0.0471167277932749,0.3305199384585396,-0.4215702301031376,0.54,,沪深300ETF
多算法,算法比较：历史正IC加权,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.2673788511617092,1.210337009898326,-0.2785673649076459,0.6783838383838383,4.744506196849835,历史正IC加权
多算法,算法比较：等权Z分数,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.263157716060923,1.1935659210352294,-0.2785673649076483,0.6753535353535354,4.802403724842289,等权Z分数
多算法,算法比较：Rank投票,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.2610623862041273,1.187076265825335,-0.263118477169362,0.6783838383838383,4.903465634225785,Rank投票
多算法,算法比较：Ridge,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.2168746302642949,1.063405325151329,-0.2785673649076446,0.6554593554593555,6.570804097875035,Ridge
多算法,算法比较：Elastic Net,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.2250898562259763,1.05975528666986,-0.2785673649076462,0.6513708513708514,6.423110271311364,Elastic Net
多算法,算法比较：Lasso,mvp_cn/outputs/algorithm_comparison_tests/algorithm_summary.csv,,,0.2238778146727877,1.0511456292445238,-0.2785673649076462,0.6524963924963926,6.48143970804265,Lasso
90组规格,6只ETF Ridge｜加入融资变化｜2023年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1855388222829017,1.0470077769224622,-0.1532044205019967,0.6666666666666666,,6只宽行业ETF 加入融资变化 Ridge
90组规格,6只ETF Ridge｜加入利率利差｜2023年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1953528915640867,0.9803155173320042,-0.1898057377502808,0.5476190476190477,,6只宽行业ETF 加入利率利差 Ridge
90组规格,6只ETF Ridge｜加入黄金动量｜2023年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1903026125193272,0.968395383759495,-0.1753027170402762,0.6190476190476191,,6只宽行业ETF 加入黄金动量 Ridge
90组规格,6只ETF Ridge｜加入商品动量｜2023年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1788804928784597,0.920883918083798,-0.191452273831977,0.5952380952380952,,6只宽行业ETF 加入商品动量 Ridge
90组规格,6只ETF Ridge｜动量+低波动｜2023年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1776837318118715,0.9179338734963844,-0.1616817137752422,0.5714285714285714,,6只宽行业ETF 动量+低波动 Ridge
90组规格,6只ETF Ridge｜加入融资变化｜2019年后验证,mvp_cn/outputs/comprehensive_robustness/FINAL_108_merged.csv,,,0.1661129571108182,0.8545110338868946,-0.2594224799644388,0.6222222222222222,,6只宽行业ETF 加入融资变化 Ridge
