date,symbol,close,amount
2020-01-31,510500,98.867336,207116532.85
2020-01-31,512100,97.035102,240718623.9
2020-01-31,512480,101.122903,219689473.65
2020-01-31,512690,94.252543,476620404.01
2020-01-31,515000,91.254766,394226880.36
2020-02-03,510300,96.292648,144172654.3
2020-02-03,510500,99.517352,497070927.15
2020-02-03,512100,98.458793,280601285.96
2020-02-03,512480,102.349907,326757682.03
2020-02-03,512690,93.79531,647959481.4
2020-02-03,515000,90.46274,345426489.14
2020-02-04,510300,96.55928,255239273.3
2020-02-04,510500,99.415957,155984384.04
2020-02-04,512100,97.88086,257064194.17
2020-02-04,512480,101.674631,659429175.71
2020-02-04,512690,94.060004,292731314.31
2020-02-04,515000,90.308466,430399834.08
2020-02-05,510300,95.936133,182555241.27
2020-02-05,510500,99.907084,185176103.23
2020-02-05,512100,98.238696,184008436.41
2020-02-05,512480,102.404516,177984522.88
2020-02-05,512690,93.551156,322171727.74
2020-02-05,515000,90.104419,361010626.48
2020-02-06,510300,97.02154,167984017.29
2020-02-06,510500,100.453219,239812982.34
2020-02-06,512100,97.970838,295685604.21
2020-02-06,512480,102.689854,302597547.59
2020-02-06,512690,94.627568,429725802.06
2020-02-06,515000,90.166373,220866114.34
2020-02-07,510300,97.138706,134997225.69
2020-02-07,510500,101.190693,266963265.45
2020-02-07,512100,98.258064,200415689.19
2020-02-07,512480,102.321508,496472072.57
2020-02-07,512690,93.94441,360249107.03
2020-02-07,515000,91.051354,613174558.24
2020-02-10,510300,97.237746,215767804.38
2020-02-10,510500,100.808941,110463942.05
2020-02-10,512100,97.801402,359261881.16
2020-02-10,512480,101.478649,307243038.39
2020-02-10,512690,93.847436,140302078.32
2020-02-10,515000,91.857403,518662085.23
2020-02-11,510300,96.453274,147342285.82
2020-02-11,510500,100.165138,341571402.27
2020-02-11,512100,97.791289,280395926.56
2020-02-11,512480,99.309822,128430361.0
2020-02-11,512690,91.870934,473615952.41
2020-02-11,515000,90.412421,372779647.8
2020-02-12,510300,96.500008,117323138.29
2020-02-12,510500,100.722458,154976303.25
2020-02-12,512100,98.386331,350525437.49
2020-02-12,512480,99.622332,214185256.06
2020-02-12,512690,92.230602,510092707.06
2020-02-12,515000,90.679383,445622758.62
2020-02-13,510300,95.747914,170001497.94
2020-02-13,510500,101.11397,473271020.08
2020-02-13,512100,98.462301,212991265.93
2020-02-13,512480,100.248949,302465791.25
2020-02-13,512690,91.16237,153320271.29
2020-02-13,515000,89.460872,251627804.83
2020-02-14,510300,95.610661,377776887.26
2020-02-14,510500,101.502866,153455065.29
2020-02-14,512100,98.971676,186353091.05
2020-02-14,512480,102.215479,323527659.83
2020-02-14,512690,92.277715,286067155.55
2020-02-14,515000,89.458031,521046771.42
2020-02-17,510300,96.816184,148004404.66
2020-02-17,510500,101.914076,184984108.23
2020-02-17,512100,100.882186,160586067.26
2020-02-17,512480,103.195123,266617991.98
2020-02-17,512690,93.479486,383447555.3
2020-02-17,515000,90.746801,415206800.78
2020-02-18,510300,95.888068,121659697.83
2020-02-18,510500,101.531144,155814112.13
2020-02-18,512100,99.191066,169894485.66
2020-02-18,512480,102.515826,350493560.31
2020-02-18,512690,93.197914,489244349.53
2020-02-18,515000,91.136269,308614627.44
2020-02-19,510300,95.168026,208736843.82
2020-02-19,510500,101.762183,132995435.93
2020-02-19,512100,98.328554,301345355.89
2020-02-19,512480,102.671802,206956211.11
2020-02-19,512690,93.809017,331011322.72
2020-02-19,515000,90.634755,300275523.08
2020-02-20,510300,95.362765,219808511.4
2020-02-20,510500,101.642682,127628476.39
2020-02-20,512100,98.502713,476183705.77
2020-02-20,512480,102.114405,237624491.14
2020-02-20,512690,93.462088,203328371.08
2020-02-20,515000,90.856191,400224283.16
2020-02-21,510300,95.303194,116327448.04
2020-02-21,510500,101.577356,177667312.36
2020-02-21,512100,99.953476,280818228.3
2020-02-21,512480,102.738327,259998525.11
2020-02-21,512690,93.778365,483930383.85
2020-02-21,515000,91.673685,262405638.47
2020-02-24,510300,95.733204,167354276.51
2020-02-24,510500,102.434024,386861888.13
2020-02-24,512100,100.907845,205984329.32
2020-02-24,512480,104.479151,283593805.52
2020-02-24,512690,95.418557,283826186.69
2020-02-24,515000,93.213011,315630726.66
2020-02-25,510300,95.538186,117975182.45
2020-02-25,510500,103.201853,318184380.24
2020-02-25,512100,100.66297,284663513.23
2020-02-25,512480,104.13726,317148408.68
2020-02-25,512690,95.837541,289085484.58
2020-02-25,515000,92.755171,290676640.62
2020-02-26,510300,94.755876,186757940.58
2020-02-26,510500,101.955364,163959395.2
2020-02-26,512100,98.833815,184521615.55
2020-02-26,512480,103.931424,201494966.46
2020-02-26,512690,95.677245,313572355.6
2020-02-26,515000,91.752977,245724579.67
2020-02-27,510300,94.193023,160086950.3
2020-02-27,510500,102.77515,147469668.64
2020-02-27,512100,99.100469,253269547.3
2020-02-27,512480,105.560027,227819884.25
2020-02-27,512690,96.786147,505500256.82
2020-02-27,515000,92.752845,421247443.13
2020-02-28,510300,93.747105,188955061.77
2020-02-28,510500,103.146421,206690409.69
2020-02-28,512100,97.513199,265181683.84
2020-02-28,512480,104.285234,401390127.44
2020-02-28,512690,96.780498,271457370.87
2020-02-28,515000,91.771745,287121602.1
2020-03-02,510300,93.193308,178840776.15
2020-03-02,510500,103.387082,123192150.76
2020-03-02,512100,96.245719,441043600.35
2020-03-02,512480,104.745856,247379897.11
2020-03-02,512690,96.56475,350816555.48
2020-03-02,515000,91.781663,447180061.73
2020-03-03,510300,93.694755,163310347.33
2020-03-03,510500,103.45197,255086383.36
2020-03-03,512100,97.854882,234401560.34
2020-03-03,512480,105.752749,345929553.17
2020-03-03,512690,96.732135,181729122.55
2020-03-03,515000,91.93447,466636309.92
2020-03-04,510300,93.221642,217004919.42
2020-03-04,510500,104.258807,167775613.76
2020-03-04,512100,97.014903,225740855.84
2020-03-04,512480,104.991037,299322917.89
2020-03-04,512690,96.697043,368285024.49
2020-03-04,515000,92.025188,374985328.98
2020-03-05,510300,93.11882,155519693.77
2020-03-05,510500,104.645443,126132320.04
2020-03-05,512100,96.424317,408718435.74
2020-03-05,512480,104.663825,351486202.83
2020-03-05,512690,96.49321,316860108.91
2020-03-05,515000,92.548344,588084274.82
2020-03-06,510300,92.430637,181863910.07
2020-03-06,510500,103.48126,182032738.8
2020-03-06,512100,95.82786,289878331.71
2020-03-06,512480,103.322288,240381577.27
2020-03-06,512690,95.160412,294740000.26
2020-03-06,515000,91.305342,280359086.44
2020-03-09,510300,91.89261,100860253.65
2020-03-09,510500,104.471828,168672482.3
2020-03-09,512100,95.713886,189008700.99
2020-03-09,512480,104.903268,204750875.31
2020-03-09,512690,95.483452,278406702.06
2020-03-09,515000,91.884067,367565492.82
2020-03-10,510300,92.379156,176959464.82
2020-03-10,510500,104.762745,281052349.3
2020-03-10,512100,95.741096,184302759.5
2020-03-10,512480,105.0376,319480748.25
2020-03-10,512690,94.982802,336066416.29
2020-03-10,515000,92.148066,346520289.69
2020-03-11,510300,92.176266,189319947.13
2020-03-11,510500,103.866164,217956437.6
2020-03-11,512100,94.879438,136354145.3
2020-03-11,512480,103.968178,439210316.5
2020-03-11,512690,93.506734,689267931.56
2020-03-11,515000,92.476619,186615726.21
2020-03-12,510300,93.924222,195107532.08
2020-03-12,510500,104.327974,260577028.67
2020-03-12,512100,94.939137,144751876.9
2020-03-12,512480,104.697573,175717415.56
2020-03-12,512690,94.68722,397445561.93
2020-03-12,515000,93.859535,500921645.42
2020-03-13,510300,94.230659,249610057.96
2020-03-13,510500,104.288627,206592394.33
2020-03-13,512100,94.589831,188914532.55
2020-03-13,512480,104.894969,268748859.44
2020-03-13,512690,95.833274,243591612.44
2020-03-13,515000,95.313946,238283326.76
2020-03-16,510300,94.945468,124206022.98
2020-03-16,510500,103.222895,253012688.41
2020-03-16,512100,94.783726,358268853.92
2020-03-16,512480,107.199716,287672848.46
2020-03-16,512690,96.276029,146896106.86
2020-03-16,515000,96.691523,654969124.35
2020-03-17,510300,95.322802,249134607.96
2020-03-17,510500,103.451886,317089980.75
2020-03-17,512100,94.66097,197109878.14
2020-03-17,512480,106.894679,304022403.03
2020-03-17,512690,96.418872,446734750.07
2020-03-17,515000,97.395022,379198659.62
2020-03-18,510300,95.949817,234856158.25
2020-03-18,510500,103.393222,161146653.6
2020-03-18,512100,95.877365,369427514.72
2020-03-18,512480,106.840486,389850055.07
2020-03-18,512690,97.651589,519121512.17
2020-03-18,515000,97.754502,182450263.66
2020-03-19,510300,95.494367,209723541.28
2020-03-19,510500,102.166429,565786084.45
2020-03-19,512100,95.78104,264096297.7
2020-03-19,512480,105.022648,258291427.19
2020-03-19,512690,96.479861,320550421.72
2020-03-19,515000,97.412888,426284086.53
2020-03-20,510300,96.844301,289040515.31
2020-03-20,510500,103.002422,164631644.7
2020-03-20,512100,95.701096,212897493.86
2020-03-20,512480,104.486452,199661265.06
2020-03-20,512690,97.368583,352579830.21
2020-03-20,515000,98.315264,462689941.92
2020-03-23,510300,95.364462,195992705.9
2020-03-23,510500,102.767707,126436433.01
2020-03-23,512100,94.874698,158898494.43
2020-03-23,512480,102.978012,311915443.82
2020-03-23,512690,94.265611,232533347.91
2020-03-23,515000,95.850563,423082695.51
2020-03-24,510300,95.797489,248901910.52
2020-03-24,510500,103.634698,195050298.05
2020-03-24,512100,95.612131,171653157.17
2020-03-24,512480,103.508695,203000447.6
2020-03-24,512690,94.897273,196138649.63
2020-03-24,515000,95.710507,457284642.39
2020-03-25,510300,95.186651,258925600.54
2020-03-25,510500,103.929191,151765248.18
2020-03-25,512100,94.919611,119875016.43
2020-03-25,512480,104.347447,264937461.21
2020-03-25,512690,95.180171,458832180.42
2020-03-25,515000,95.813052,475687827.74
2020-03-26,510300,95.43715,219073628.67
2020-03-26,510500,104.061496,138619801.69
2020-03-26,512100,95.125297,268242480.18
2020-03-26,512480,103.501428,247499932.95
2020-03-26,512690,96.975146,441550120.92
2020-03-26,515000,95.665145,457110362.05
2020-03-27,510300,94.934063,225786609.88
2020-03-27,510500,103.988578,218892583.11
2020-03-27,512100,95.000826,384414884.58
2020-03-27,512480,104.07607,505491899.91
2020-03-27,512690,96.613839,297243342.22
2020-03-27,515000,94.370856,406885736.05
2020-03-30,510300,95.329558,173696445.68
2020-03-30,510500,104.390025,192509337.75
2020-03-30,512100,96.593422,270427724.92
2020-03-30,512480,104.022678,222573445.82
2020-03-30,512690,96.319866,397124052.11
2020-03-30,515000,94.942039,198251092.07
2020-03-31,510300,95.830432,96116215.72
2020-03-31,510500,104.407479,313102087.19
2020-03-31,512100,96.926599,381198862.4
2020-03-31,512480,103.061695,284282873.53
2020-03-31,512690,96.290476,199420696.76
2020-03-31,515000,94.384182,321722691.72
2020-04-01,510300,95.993449,314348837.11
2020-04-01,510500,104.428162,223592751.08
2020-04-01,512100,96.379712,297825708.2
2020-04-01,512480,102.409471,257063919.33
2020-04-01,512690,95.322898,420198378.9
2020-04-01,515000,94.634924,376718392.89
2020-04-02,510300,95.521562,246253635.29
2020-04-02,510500,104.07441,215008592.08
2020-04-02,512100,96.916949,188512559.62
2020-04-02,512480,101.865494,358457469.48
2020-04-02,512690,94.97656,286149540.51
2020-04-02,515000,95.150012,383159998.38
2020-04-03,510300,96.248251,111688363.18
2020-04-03,510500,104.029412,223918662.53
2020-04-03,512100,96.576158,317292165.0
2020-04-03,512480,101.78605,275883940.2
2020-04-03,512690,95.705934,354055113.71
2020-04-03,515000,95.962057,294990279.02
2020-04-06,510300,96.460212,140152298.1
2020-04-06,510500,103.593449,262268982.02
2020-04-06,512100,95.962773,357016258.79
2020-04-06,512480,101.419829,440450162.03
2020-04-06,512690,95.900472,326441571.17
2020-04-06,515000,96.089457,505500065.93
2020-04-07,510300,97.098264,161905193.43
2020-04-07,510500,102.255392,189392767.44
2020-04-07,512100,95.390961,123870683.3
2020-04-07,512480,101.589774,158837197.2
2020-04-07,512690,97.141364,327316447.27
2020-04-07,515000,96.70265,598264344.36
2020-04-08,510300,97.430366,135047354.81
2020-04-08,510500,102.396886,318809988.07
2020-04-08,512100,94.89832,116541019.39
2020-04-08,512480,101.154153,344770113.8
2020-04-08,512690,98.251259,558918599.0
2020-04-08,515000,96.749641,299372405.92
2020-04-09,510300,98.955349,207197632.06
2020-04-09,510500,103.656999,267386835.27
2020-04-09,512100,96.389818,127223003.5
2020-04-09,512480,101.63335,480227828.3
2020-04-09,512690,99.933623,299082067.06
2020-04-09,515000,98.158795,474938838.6
2020-04-10,510300,99.036191,116331988.93
2020-04-10,510500,104.330344,199812440.99
2020-04-10,512100,96.418915,190112511.91
2020-04-10,512480,101.881572,276859614.08
2020-04-10,512690,100.070107,136331414.65
2020-04-10,515000,99.542991,394940897.22
2020-04-13,510300,99.16968,179589967.76
2020-04-13,510500,104.666175,202480965.7
2020-04-13,512100,96.548216,392204606.87
2020-04-13,512480,103.087495,320701276.78
2020-04-13,512690,100.48956,354089126.4
2020-04-13,515000,98.808763,410070813.22
2020-04-14,510300,99.747447,144654012.0
2020-04-14,510500,104.600109,165051453.32
2020-04-14,512100,96.667888,224906377.55
2020-04-14,512480,103.120458,397301009.04
2020-04-14,512690,99.869184,365314695.2
2020-04-14,515000,98.169133,437513571.14
2020-04-15,510300,99.989043,159229449.82
2020-04-15,510500,105.579851,239124474.52
2020-04-15,512100,96.118167,242502000.92
2020-04-15,512480,103.371379,208707729.77
2020-04-15,512690,102.415253,276632333.09
2020-04-15,515000,98.430024,550105117.05
2020-04-16,510300,98.792594,135732388.45
2020-04-16,510500,104.060573,200402182.01
2020-04-16,512100,95.036476,414102141.14
2020-04-16,512480,103.380171,277630978.35
2020-04-16,512690,100.325043,397856730.77
2020-04-16,515000,96.500907,433750391.86
2020-04-17,510300,99.647633,113681312.09
2020-04-17,510500,103.767077,152676100.93
2020-04-17,512100,94.915422,184197133.05
2020-04-17,512480,103.001748,343765118.4
2020-04-17,512690,99.748022,399706337.11
2020-04-17,515000,95.853715,196727296.99
2020-04-20,510300,99.599138,292291790.73
2020-04-20,510500,103.384653,331114157.59
2020-04-20,512100,94.294518,123069441.93
2020-04-20,512480,103.605938,206727936.49
2020-04-20,512690,100.391319,176915352.75
2020-04-20,515000,95.77064,246365169.25
2020-04-21,510300,99.117771,111322156.86
2020-04-21,510500,102.808139,134342046.62
2020-04-21,512100,94.150713,341716254.42
2020-04-21,512480,103.362704,184279522.4
2020-04-21,512690,99.260238,285097262.7
2020-04-21,515000,95.182983,340244327.63
2020-04-22,510300,99.275021,209849417.94
2020-04-22,510500,103.29027,129487083.46
2020-04-22,512100,94.298051,291174826.0
2020-04-22,512480,103.268437,192841947.85
2020-04-22,512690,99.343859,193274776.82
2020-04-22,515000,95.385646,265205943.06
2020-04-23,510300,99.870889,179048340.7
2020-04-23,510500,103.223439,214000190.42
2020-04-23,512100,94.414886,132321165.96
2020-04-23,512480,104.33184,150816032.03
2020-04-23,512690,100.489321,266467801.39
2020-04-23,515000,94.819901,442788268.64
2020-04-24,510300,99.867019,220598693.19
2020-04-24,510500,104.23086,328310478.45
2020-04-24,512100,93.769525,151199230.31
2020-04-24,512480,105.505303,197310874.13
2020-04-24,512690,100.26356,313499440.54
2020-04-24,515000,95.418989,536439304.93
2020-04-27,510300,99.433883,59226996.09
2020-04-27,510500,103.684401,165279329.17
2020-04-27,512100,92.685477,146594871.96
2020-04-27,512480,104.512361,260000044.7
2020-04-27,512690,98.911628,666742083.89
2020-04-27,515000,93.659437,445959232.56
2020-04-28,510300,98.682173,135467594.11
2020-04-28,510500,103.301292,113340605.6
2020-04-28,512100,91.436418,154724671.31
2020-04-28,512480,103.818639,313931169.58
2020-04-28,512690,97.672684,293497232.33
2020-04-28,515000,92.793817,427823190.28
2020-04-29,510300,98.926661,213285122.38
2020-04-29,510500,103.535973,280174407.16
2020-04-29,512100,92.497302,330421794.3
2020-04-29,512480,105.354318,194286740.74
2020-04-29,512690,98.588978,457924235.6
2020-04-29,515000,92.771447,398984147.79
2020-04-30,510300,98.621962,204648146.14
2020-04-30,510500,102.205979,307085560.35
2020-04-30,512100,93.271752,262954314.1
2020-04-30,512480,105.660495,329056275.69
2020-04-30,512690,97.519345,531332383.03
2020-04-30,515000,92.345521,263004645.53
2020-05-01,510300,99.201332,295788671.59
2020-05-01,510500,101.889801,366639662.49
2020-05-01,512100,92.235635,476387651.41
2020-05-01,512480,104.147666,435572033.2
2020-05-01,512690,96.795627,297638154.77
2020-05-01,515000,91.92846,243281407.14
2020-05-04,510300,98.436098,211044464.14
2020-05-04,510500,101.765934,131034616.77
2020-05-04,512100,91.189457,207786874.5
2020-05-04,512480,103.304308,243211810.73
2020-05-04,512690,95.148336,264703447.38
2020-05-04,515000,90.261327,310481060.32
2020-05-05,510300,98.181971,209573740.65
2020-05-05,510500,101.540715,147533635.56
2020-05-05,512100,91.887466,185492649.58
2020-05-05,512480,102.743537,285159260.38
2020-05-05,512690,94.138346,212077452.23
2020-05-05,515000,89.273589,326487472.71
2020-05-06,510300,97.780905,179899205.71
2020-05-06,510500,101.048131,233217948.71
2020-05-06,512100,91.468037,361414828.75
2020-05-06,512480,103.701949,269899972.2
2020-05-06,512690,94.698085,515433435.93
2020-05-06,515000,88.96763,243016387.1
2020-05-07,510300,97.683363,186655870.5
2020-05-07,510500,101.90609,113524480.51
2020-05-07,512100,92.040539,179573001.5
2020-05-07,512480,104.683878,412439472.03
2020-05-07,512690,95.53181,338073948.82
2020-05-07,515000,90.199536,248594407.34
2020-05-08,510300,97.479183,270324034.06
2020-05-08,510500,102.180416,293236413.13
2020-05-08,512100,91.087414,250175123.95
2020-05-08,512480,104.898815,105134064.41
2020-05-08,512690,95.971094,559556867.59
2020-05-08,515000,90.194736,413662033.44
2020-05-11,510300,97.320381,172992871.18
2020-05-11,510500,102.104836,84936147.64
2020-05-11,512100,90.752204,199418530.63
2020-05-11,512480,105.756582,392878693.97
2020-05-11,512690,95.281802,358614418.45
2020-05-11,515000,90.817831,295697421.55
2020-05-12,510300,96.334654,135094459.21
2020-05-12,510500,101.084361,237130752.94
2020-05-12,512100,89.414994,179671827.89
2020-05-12,512480,106.358735,209958715.13
2020-05-12,512690,94.528534,499940205.37
2020-05-12,515000,90.522978,324568091.63
2020-05-13,510300,95.946372,142594933.64
2020-05-13,510500,101.238586,355132662.01
2020-05-13,512100,89.650982,340085810.74
2020-05-13,512480,105.378307,219194538.81
2020-05-13,512690,94.265768,463205135.75
2020-05-13,515000,90.510802,289369520.92
2020-05-14,510300,95.759776,173768282.88
2020-05-14,510500,100.465085,188538684.12
2020-05-14,512100,89.122251,297684245.3
2020-05-14,512480,105.20207,287901118.36
2020-05-14,512690,94.962868,520371794.1
2020-05-14,515000,89.526504,477287119.64
2020-05-15,510300,95.366291,183279218.57
2020-05-15,510500,100.699827,255367588.71
2020-05-15,512100,88.648935,247000154.26
2020-05-15,512480,104.825176,291761858.06
2020-05-15,512690,94.499867,207186482.52
2020-05-15,515000,90.471348,527851942.84
2020-05-18,510300,97.303841,193925264.78
2020-05-18,510500,103.692762,193859539.47
2020-05-18,512100,89.779227,256295712.96
2020-05-18,512480,106.713833,273469658.5
2020-05-18,512690,96.490212,267842494.23
2020-05-18,515000,92.107759,288728743.41
2020-05-19,510300,97.160715,189419468.59
2020-05-19,510500,103.40863,237143396.26
2020-05-19,512100,89.725853,200367603.76
2020-05-19,512480,106.942507,279174872.51
2020-05-19,512690,96.600711,263739712.2
2020-05-19,515000,92.365565,584698386.12
2020-05-20,510300,97.924862,261528080.85
2020-05-20,510500,102.808879,242055666.31
2020-05-20,512100,90.468488,189246993.94
2020-05-20,512480,107.419599,325378758.02
2020-05-20,512690,95.93833,226210726.77
2020-05-20,515000,91.946569,228868247.83
2020-05-21,510300,97.264399,74501962.76
2020-05-21,510500,103.78377,211699707.25
2020-05-21,512100,90.557669,200824148.89
2020-05-21,512480,107.224773,361964104.96
2020-05-21,512690,95.756533,261809671.04
2020-05-21,515000,90.856017,238169950.42
2020-05-22,510300,96.286242,115080568.96
2020-05-22,510500,102.187852,256002751.74
2020-05-22,512100,89.161922,219721019.26
2020-05-22,512480,105.719007,372430120.74
2020-05-22,512690,94.726527,236271032.8
2020-05-22,515000,89.533507,366822207.4
2020-05-25,510300,95.345681,250864923.72
2020-05-25,510500,101.347062,321355890.8
2020-05-25,512100,89.694915,209008331.3
2020-05-25,512480,104.078576,365497256.31
2020-05-25,512690,94.807908,475061288.36
2020-05-25,515000,89.287762,742249190.87
2020-05-26,510300,93.938524,284003415.48
2020-05-26,510500,100.754243,263846461.67
2020-05-26,512100,89.239038,307731591.53
2020-05-26,512480,104.594059,289423445.94
2020-05-26,512690,95.41348,468723915.68
2020-05-26,515000,88.516308,179686294.94
2020-05-27,510300,94.333704,170221458.79
2020-05-27,510500,101.213319,122767656.27
2020-05-27,512100,89.846461,344679977.31
2020-05-27,512480,104.148309,312726583.77
2020-05-27,512690,95.004573,287998782.03
2020-05-27,515000,89.526921,204350070.53
2020-05-28,510300,93.875807,209206018.2
2020-05-28,510500,99.962954,324017167.68
2020-05-28,512100,88.486675,368850383.52
2020-05-28,512480,102.92502,385734391.45
2020-05-28,512690,94.652308,299495228.9
2020-05-28,515000,88.617771,452678830.89
2020-05-29,510300,93.253494,224267243.7
2020-05-29,510500,100.235271,202775942.0
2020-05-29,512100,89.029603,191567759.01
2020-05-29,512480,103.536844,310224740.46
2020-05-29,512690,94.545579,333480025.05
2020-05-29,515000,89.399807,298130726.44
2020-06-01,510300,92.46878,139837093.92
2020-06-01,510500,100.564617,222938692.78
2020-06-01,512100,88.000033,157180942.5
2020-06-01,512480,103.057071,277328275.54
2020-06-01,512690,94.101256,263154774.69
2020-06-01,515000,89.885298,508886915.74
2020-06-02,510300,92.795974,207143448.83
2020-06-02,510500,100.865781,150169110.42
2020-06-02,512100,88.922946,184364077.46
2020-06-02,512480,103.166511,270196162.81
2020-06-02,512690,93.489188,200936649.84
2020-06-02,515000,90.409883,527078047.53
2020-06-03,510300,94.628092,131679314.33
2020-06-03,510500,101.67869,192791413.03
2020-06-03,512100,89.976423,340493452.48
2020-06-03,512480,105.19741,473743003.11
2020-06-03,512690,94.366028,380644433.7
2020-06-03,515000,92.145951,342937190.13
2020-06-04,510300,95.234975,249595740.7
2020-06-04,510500,101.939339,317433687.5
2020-06-04,512100,90.399365,312206443.98
2020-06-04,512480,105.580748,294388005.93
2020-06-04,512690,94.606712,163809515.14
